MRJD, smoothRV(m/s), error(m/s)
16460.946366, -4.49278, 1.1125 
16462.924005, -0.27261, 1.7173 
16472.935613, -1.65218, 0.8703 
16472.958426, -1.73779, 0.8389 
16473.929757, -1.73779, 0.8942 
16473.949514, -1.52346, 0.8916 
16475.896146, -2.41856, 0.7947 
16475.930868, -2.41856, 0.8568 
16476.890359, -2.75980, 0.8770 
16476.933530, -3.35725, 0.9258 
16477.872593, -3.35725, 0.8992 
16477.921042, -3.49017, 0.9463 
16480.874502, -3.46294, 0.8372 
16481.832384, -3.00032, 0.8318 
16481.944711, -1.32841, 0.9569 
16482.829942, -1.32841, 1.0281 
16482.903704, -0.98126, 0.9535 
16485.815127, -1.81280, 0.9046 
16485.882315, -1.07134, 0.8240 
16486.833831, -1.90672, 0.8190 
16486.859641, -1.90672, 0.8216 
16486.924884, -2.12185, 0.8415 
16486.935833, -2.12185, 0.8588 
16487.818380, -2.27484, 0.8639 
16487.869433, -2.92316, 0.9551 
16487.936100, -2.14931, 0.8917 
16488.809363, -2.17535, 0.7981 
16488.904306, -1.92147, 0.8580 
16488.939780, -1.72067, 0.8591 
16492.798623, -2.29187, 0.9641 
16492.928588, -2.29187, 0.8349 
16496.805833, -3.33862, 0.8711 
16496.875810, -3.33446, 0.8384 
16496.912743, -3.33446, 0.9319 
16496.947396, -3.33446, 0.8885 
16497.780544, -3.33446, 0.8454 
16497.843924, -3.52413, 0.8696 
16498.821262, -3.72605, 0.9205 
16498.873530, -3.86351, 1.0718 
16498.907164, -3.86351, 0.9911 
16500.790509, -5.33040, 0.9413 
16500.856088, -4.47732, 0.9148 
16500.894606, -4.47732, 1.0152 
16501.827778, -3.73910, 1.0459 
16501.846667, -4.00327, 1.0499 
16501.913241, -3.57785, 1.0429 
16502.819537, -3.57785, 1.0512 
16502.843472, -3.58141, 0.9980 
16504.782222, -3.73166, 0.9210 
16504.798426, -3.73166, 0.8881 
16504.840799, -3.73166, 0.9402 
16505.869155, -3.42689, 0.9351 
16505.943843, -2.88880, 0.8347 
16506.806563, -2.88880, 0.8731 
16506.899954, -2.69391, 0.8840 
16506.919873, -2.69391, 0.8923 
16508.772361, -3.60964, 0.8506 
16508.839317, -3.60964, 1.0089 
16509.761146, -2.94082, 0.9267 
16509.850671, -2.31774, 0.9033 
16509.913021, -2.03290, 0.9285 
16509.923773, -2.03290, 0.9530 
16509.934352, -2.03290, 0.9513 
16509.945127, -2.03290, 1.0188 
16510.822616, -1.72175, 0.8906 
16510.834850, -1.72175, 0.9772 
16510.880590, -1.62671, 0.9939 
16510.891285, -1.62671, 0.9088 
16510.951551, -1.13763, 0.9382 
16511.791481, -1.13763, 1.2013 
16511.799236, -1.13763, 2.0821 
16512.874630, +0.96653, 0.9317 
16512.885069, +0.96653, 0.9536 
16512.918715, +0.96653, 0.9436 
16513.833275, +0.53042, 0.9005 
16513.934282, +0.38026, 0.9135 
16514.751042, +0.17281, 0.8807 
16514.947650, -0.46751, 0.8440 
16515.743866, -0.46751, 0.8073 
16515.836852, -0.60686, 0.8769 
16516.781782, -1.08537, 0.9730 
16516.821944, -1.08537, 0.9135 
16516.846748, -1.10826, 1.0460 
16516.857870, -1.10826, 0.9099 
16516.888345, -1.14740, 0.9041 
16516.909549, -1.14740, 0.9454 
16516.918762, -1.14740, 1.0351 
16517.747662, -1.29763, 0.9808 
16517.859282, -1.50439, 0.9240 
16517.923044, -1.68025, 0.8199 
16517.934444, -1.68025, 0.8668 
16518.730787, -1.68025, 0.8074 
16518.802083, -1.56402, 0.8351 
16518.842222, -1.77696, 1.0021 
16518.849340, -1.77696, 0.9727 
16518.901065, -1.79771, 0.9145 
16518.908762, -1.79771, 0.9421 
16518.918264, -1.79771, 0.9338 
16519.776065, -1.69998, 0.8518 
16519.836400, -1.84058, 0.8602 
16519.862731, -2.09117, 1.0359 
16519.870799, -2.09117, 1.0126 
16519.938299, -2.21576, 0.9453 
16520.727882, -2.26871, 0.8952 
16520.845150, -1.81741, 0.9665 
16520.937269, -2.02253, 0.8946 
16521.719190, -2.20763, 0.9001 
16521.762616, -2.30937, 0.9869 
16521.769965, -2.30937, 0.9725 
16521.869294, -2.51653, 0.9453 
16521.911863, -2.51653, 1.0642 
16522.744294, -2.32661, 0.8728 
16522.792130, -3.12876, 0.8674 
16522.846794, -2.92690, 0.9356 
16522.928669, -3.08415, 0.8556 
16523.726204, -3.19635, 0.9130 
16523.776701, -3.27757, 0.8934 
16523.820961, -2.94901, 0.9116 
16523.888681, -2.77896, 0.9366 
16524.716227, -2.51243, 0.9765 
16524.795359, -2.14577, 0.9894 
16524.880174, -2.25308, 1.0173 
16524.934433, -1.88857, 1.1262 
16525.712986, -1.88857, 0.8948 
16525.760382, -1.64920, 0.9120 
16525.826771, -1.71616, 0.8758 
16525.880208, -1.61171, 0.9077 
16526.730231, -1.87637, 0.8660 
16526.781782, -1.75131, 0.9827 
16526.838449, -1.66747, 0.9693 
16526.923738, -1.89224, 0.9576 
16529.729028, -3.35573, 0.9468 
16529.785127, -3.25177, 0.8796 
16529.829178, -3.25177, 0.9569 
16529.908079, -3.08678, 0.8899 
16530.689062, -3.08678, 1.0243 
16530.777222, -3.22816, 0.9413 
16530.864097, -3.30053, 0.9366 
16531.705810, -2.97604, 0.9589 
16531.805891, -3.09347, 0.8704 
16531.899132, -3.23823, 0.9272 
16532.712604, -3.20239, 0.9778 
16532.766539, -3.20239, 1.0191 
16532.894167, -3.05719, 0.9274 
16533.689086, -3.04631, 0.9267 
16533.776389, -2.96632, 1.1392 
16533.875359, -2.96632, 1.0713 
16537.710961, -4.15678, 1.0432 
16537.805127, -3.11274, 1.1727 
16537.918484, -3.11274, 1.1867 
16537.931134, -3.20635, 1.2484 
16538.686262, -3.20635, 1.0200 
16538.803958, -3.79571, 1.0109 
16538.923715, -3.78617, 1.2190 
16539.715266, -3.84137, 2.1427 
16539.803796, -3.84137, 1.3146 
16539.935000, -5.60778, 1.9410 
16540.824074, -3.70375, 1.2842 
16541.733634, -2.19756, 1.3661 
16543.725243, -3.08376, 1.0987 
16543.803958, -3.09445, 1.1789 
16543.910301, -3.17567, 1.1216 
16544.703854, -2.34113, 1.1078 
16544.751968, -2.17144, 1.1878 
16544.866678, -1.95699, 1.1228 
16544.917998, -1.73461, 1.1746 
16545.662685, -2.09424, 1.0962 
16545.761424, -1.63840, 1.1784 
16545.834734, -1.63840, 1.0550 
16545.925579, -2.10905, 1.0821 
16546.675868, -2.65050, 1.1082 
16546.750671, -2.65050, 1.0591 
16546.867662, -2.72776, 1.2380 
16546.924549, -2.72776, 1.1224 
16547.825938, -2.60467, 1.2371 
16547.865382, -1.87516, 1.1236 
16548.817616, -0.63695, 1.2399 
16548.845556, -0.13732, 1.3114 
16550.657396, -1.88182, 1.1625 
16550.691748, -1.88182, 0.9832 
16550.720382, -1.88182, 1.0407 
16550.743970, -2.12001, 1.0035 
16550.767546, -2.12001, 1.1243 
16551.641632, -1.93677, 1.0695 
16551.721725, -2.44077, 1.1042 
16551.777338, -2.64847, 1.2257 
16551.910833, -2.64847, 1.0439 
16554.655208, -3.62063, 1.0923 
16554.728542, -2.93591, 1.1679 
16554.833947, -2.93591, 1.1020 
16555.666273, -2.60459, 1.1456 
16555.714282, -2.60459, 1.2174 
16556.635046, -1.52026, 1.0358 
16556.650081, -1.13844, 1.1687 
16556.852141, -1.67646, 1.1478 
16556.866146, -1.67646, 1.1855 
16557.628924, -1.74019, 1.1700 
16557.643414, -1.63757, 1.3719 
16557.658090, -1.66664, 1.2585 
16557.671979, -1.66664, 1.2795 
16557.686123, -1.66664, 1.3443 
16557.700938, -1.66664, 1.4761 
16558.626632, -1.67665, 1.1664 
16558.637025, -1.89619, 1.2050 
16558.707523, -1.46117, 1.2049 
16558.715208, -1.46117, 1.2053 
16558.808241, -1.68023, 1.4056 
16558.817442, -1.68023, 1.4659 
16558.834005, -1.68023, 1.1411 
16558.843773, -1.68023, 1.3106 
16559.634005, -1.47226, 1.3152 
16559.641713, -1.56252, 1.2349 
16559.688958, -1.56252, 1.2399 
16559.696400, -1.56252, 1.2210 
16559.745255, -1.83447, 1.2287 
16559.753507, -1.83447, 1.2533 
16559.765579, -1.83447, 1.1956 
16559.774097, -1.68444, 1.2303 
16560.626505, -1.35543, 1.4184 
16560.633623, -1.35543, 1.4134 
16560.707187, -1.32654, 1.3803 
16560.714618, -1.32654, 1.4773 
16560.772477, -1.41769, 2.0764 
16560.785984, -0.92220, 1.8048 
16560.845440, -0.92101, 1.3416 
16560.852697, -0.92101, 1.4467 
16561.602569, -1.07693, 1.1474 
16561.613796, -1.07693, 1.1791 
16561.800289, -1.20639, 1.2121 
16561.807836, -1.20639, 1.2527 
16561.863391, -0.60886, 1.3063 
16561.872662, -0.60886, 1.2723 
16562.635012, -0.97873, 1.2721 
16562.644687, -0.97873, 1.2414 
16562.817176, -1.37111, 1.2595 
16562.825880, -1.37111, 1.4419 
16562.903461, -1.19475, 1.2865 
16562.914294, -1.19475, 1.2235 
16563.607431, -1.19475, 1.1491 
16563.618495, -1.19475, 1.1060 
16563.653623, -1.36748, 1.1649 
16563.661470, -1.36748, 1.0325 
16563.746065, -1.86936, 1.2227 
16563.755243, -1.86936, 1.2509 
16563.884456, -2.49204, 1.1836 
16563.892882, -2.49204, 1.1432 
16564.674375, -2.97405, 1.3114 
16564.735729, -2.77473, 1.1689 
16564.743461, -2.77473, 1.2724 
16564.801215, -2.90141, 1.3003 
16564.808843, -2.90141, 1.2599 
16565.621169, -3.37329, 1.3156 
16565.631181, -3.37329, 1.3659 
16565.706250, -3.58859, 1.3296 
16565.713414, -3.58859, 1.2881 
16567.688252, -3.43187, 1.2098 
16567.702477, -3.43187, 1.2192 
16567.784919, -3.43187, 1.2712 
16567.795428, -3.43187, 1.2766 
16568.599572, -3.10576, 1.1552 
16568.609444, -3.10576, 1.2284 
16568.631481, -2.96702, 1.3054 
16568.640891, -3.26849, 1.1697 
16568.823449, -3.34426, 1.2667 
16568.833056, -3.66796, 1.2727 
16569.611343, -2.96583, 1.0900 
16569.620347, -2.99308, 1.2783 
16569.628553, -2.99308, 1.3065 
16569.636759, -3.04973, 1.2442 
16569.645810, -2.78913, 1.2993 
16569.654757, -2.78913, 1.3420 
16569.664410, -2.78913, 1.2586 
16569.818785, -2.83239, 1.5368 
16569.831400, -2.84690, 1.6452 
16569.871458, -2.96987, 1.3898 
16569.883681, -2.96987, 1.3436 
16570.617998, -2.95157, 1.2352 
16570.629039, -3.08620, 1.2802 
16570.667674, -2.77118, 1.1860 
16570.688843, -2.77118, 1.2318 
16572.613877, -3.03891, 1.1814 
16572.635891, -2.74261, 1.2510 
16572.695625, -2.76359, 1.1398 
16572.707292, -2.76359, 1.2800 
16572.738437, -2.76359, 1.2361 
16572.749062, -2.76359, 1.2172 
16573.619120, -2.68316, 1.3903 
16573.649549, -2.73474, 1.3155 
16575.581551, +1.44860, 1.2190 
16575.607106, +1.44860, 1.2027 
16577.578461, -0.02854, 1.0835 
16577.608009, -0.02854, 1.2279 
16577.617847, -0.02854, 1.2138 
16578.539780, -0.02854, 1.2764 
16578.568819, -0.02854, 1.1644 
16580.694572, -3.47507, 1.1484 
16580.714525, -3.47507, 1.1678 
16581.718194, -1.07938, 1.1323 
16581.748565, -1.07938, 1.1781 
16582.546701, -1.07938, 1.1783 
16582.574479, -0.64946, 1.1622 
16583.551528, +1.32067, 1.1518 
16583.582037, -0.43456, 1.2769 
16584.733912, -0.29560, 1.5296 
16584.749468, -0.29560, 1.8679 
16585.549525, -0.29560, 1.2178 
16585.574907, -0.29560, 1.1694 
16591.736169, -2.80378, 1.1861 
16591.761343, -2.80378, 1.3059 
16592.538322, -2.80378, 1.2343 
16592.565521, -2.80378, 1.1666 
16594.518194, +0.42632, 1.1746 
16594.635150, -0.26769, 1.2513 
16595.526690, -1.70475, 1.1029 
16595.637604, -2.37415, 1.8494 
16600.514294, -2.15427, 1.2322 
16600.539676, -2.03554, 1.1468 
16601.515498, -2.36352, 1.2506 
16601.541620, -2.48095, 1.1651 
16603.524201, -1.57140, 1.1821 
16603.552431, -1.14352, 1.2216 
16604.529896, -1.95324, 1.2342 
16604.556794, -2.57068, 1.1441 
16606.575127, -3.42754, 1.2795 
16606.608657, -3.42754, 1.5125 
16607.524780, -3.51593, 1.2068 
16607.656227, -2.61618, 1.2176 
16609.525891, -3.28319, 1.2116 
16609.647535, -2.64574, 1.2676 
16610.528218, -1.60475, 1.2806 
16611.693681, +1.71038, 1.3755 
16611.771586, +1.71038, 1.7914 
16612.511586, +1.71038, 1.1830 
16612.538426, +1.71038, 1.3396 
16613.564942, -0.26054, 1.1818 
16613.591852, -0.26054, 1.1056 
16615.700868, -1.28563, 1.3131 
16616.546586, -1.28563, 1.3930 
16616.680683, -1.28563, 1.1709 
16618.534641, +1.06140, 1.4903 
16620.519907, -1.50541, 1.8519 
16620.550810, -1.83788, 1.3555 
16621.524317, -0.18843, 1.3101 
16621.699792, -1.27439, 1.3832 
16622.513634, -1.27439, 1.2470 
16622.542083, -0.86492, 1.2131 
16626.672755, -0.83205, 1.5631 
16626.701817, -0.83205, 1.3459 
16627.564595, -0.83205, 1.7111 
16627.596238, -0.83205, 1.8090 
16628.679711, +0.00407, 2.1770 
16630.546157, +2.58651, 1.5891 
16630.577303, +2.58651, 1.5098 
16631.661377, +8.21209, 1.9835 
16633.625278, +0.19022, 2.5863 
16633.662373, +0.19022, 2.5346 
16636.626181, -3.11904, 1.8985 
16636.665278, +0.39009, 1.9962 
16637.660058, +0.58165, 2.4538 
16639.689028, -1.47009, 2.4936 
16639.720891, -1.47009, 1.5680 
16640.623588, -1.92392, 1.8426 
16640.654560, -1.92392, 1.8196 
16641.526215, -1.84208, 1.6902 
16641.556273, -1.84208, 1.7284 
16642.612442, -1.50148, 2.0796 
16643.646319, -0.08972, 1.8005 
16643.677500, -0.08972, 2.0819 
16645.689340, -2.74313, 1.8229 
16647.640694, -0.04818, 1.9097 
16647.677025, -0.04818, 1.7956 
16648.537280, -0.04818, 1.7097 
16648.568021, -0.04818, 1.9751 
16649.639907, -1.92390, 1.8103 
16649.670208, -1.92390, 1.8160 
16655.539606, -0.33147, 1.1696 
16655.550984, -0.33147, 1.0875 
16659.634919, -4.53734, 1.0015 
16659.653530, -4.53734, 1.1100 
16662.551400, -2.46940, 1.1623 
16662.562477, -2.46940, 1.0873 
16663.530729, -2.46940, 1.2122 
16663.539884, -2.92503, 1.1757 
16664.533623, -3.19919, 1.2774 
16664.545544, -2.78477, 1.2056 
16665.533032, -2.78477, 1.0585 
16665.542546, -2.14614, 1.0589 
16666.534051, -2.16421, 1.0594 
16666.543530, -2.76940, 1.1529 
16671.527546, -2.89355, 1.1005 
16671.538576, -2.89355, 1.1592 
16672.571366, -4.71016, 1.1381 
16672.588218, -4.71016, 1.1476 
16673.552512, -4.12597, 1.1474 
16673.570139, -3.87185, 1.2109 
16674.543414, -4.10757, 1.1711 
16674.555428, -4.20330, 1.1969 
16675.532477, -3.44353, 1.1536 
16675.541100, -3.43565, 1.3508 
16676.533588, -4.32585, 1.1659 
16676.545775, -3.21340, 1.1515 
16677.533322, -3.21340, 1.0963 
16677.542488, -2.66692, 1.2112 
16678.537118, -0.97864, 1.0930 
16678.547361, -1.27710, 1.0752 
16679.528854, -1.27710, 1.1464 
16679.538912, -1.55919, 1.1595 
16680.529583, -1.72200, 1.0625 
16680.540914, -1.84424, 1.0591 
16681.523542, -1.84424, 1.1339 
16681.534514, -1.67679, 1.1592 
16687.522546, +0.24896, 1.1544 
16687.538171, +0.36038, 1.1387 
16688.531910, +0.67086, 1.0901 
16688.550093, +0.19385, 1.1057 
16689.536424, +0.06407, 1.1022 
16689.546389, +0.49131, 1.0834 
16690.538634, +1.07941, 1.0674 
16690.548796, +1.80174, 1.0932 
16691.531389, +1.67783, 1.0289 
16691.545775, +2.41258, 1.0586 
16692.528819, +2.77016, 1.1360 
16692.537060, +2.95175, 1.2102 
16693.533484, +2.20046, 1.1263 
16693.545694, +0.57728, 1.1023 
16695.538600, +0.85070, 1.0518 
16695.548056, +0.85070, 1.1056 
16696.528449, +0.43790, 1.1155 
16696.562130, +1.20342, 1.0856 
16697.515069, +1.20342, 1.2276 
16697.550590, +0.96167, 1.0883 
16698.526910, +1.48257, 1.0027 
16698.538993, +1.48257, 1.0418 
16699.524560, +1.10564, 0.9878 
16702.525579, -1.57612, 1.0971 
16703.525475, -1.57612, 1.0558 
16707.520243, -3.68630, 1.2247 
16708.507245, -3.59943, 1.0978 
16708.511910, -3.54355, 1.1087 
16708.516979, -3.21612, 1.1129 
16709.503032, -3.21397, 1.1858 
16709.508322, -3.07429, 1.1909 
16709.513519, -3.21544, 1.1096 
16710.506574, -2.05605, 1.0737 
16710.510856, -1.89599, 1.0313 
16710.515475, -2.05711, 1.1019 
16711.509329, -1.07128, 0.9744 
16711.515891, -0.61065, 0.9324 
16711.522743, -1.08410, 0.9926 
16712.505000, -1.08410, 1.1246 
16712.510880, -0.69663, 1.0658 
16712.517002, -0.65728, 1.0782 
16713.510845, -1.32196, 1.0121 
16713.521250, -0.64064, 0.9463 
16713.531701, -0.64064, 0.9749 
16714.506319, -0.64064, 1.0669 
16714.512546, -0.73791, 1.0184 
16714.518704, -0.65472, 1.0166 
16715.508831, -0.33173, 1.0549 
16715.514549, -0.27151, 1.1023 
16715.520660, -0.42466, 1.1678 
16827.908576, -3.21737, 1.0444 
16827.917789, -3.21737, 0.9867 
16829.878484, -3.32370, 1.0650 
16829.887234, -3.32370, 1.0491 
16830.965764, -1.66086, 1.1313 
16830.977130, -1.66086, 2.7798 
16831.861667, -1.82308, 1.1793 
16831.872975, -2.00293, 1.1116 
16832.858796, -3.98026, 1.0416 
16832.871597, -3.51610, 0.9732 
16835.884074, -1.16883, 0.9294 
16835.896806, -1.16883, 0.9674 
16836.863912, -1.12360, 1.0631 
16836.878183, -1.12360, 1.0683 
16837.845718, -0.88134, 1.0439 
16837.856516, -1.07484, 1.0473 
16838.849850, -2.77738, 1.0013 
16838.859884, -2.67593, 0.9978 
16839.835822, -2.67593, 0.9997 
16839.852060, -2.95163, 0.9341 
16840.919456, -1.53818, 0.9576 
16840.934282, -1.53818, 1.0153 
16841.875220, -1.53818, 1.0546 
16841.896493, -1.53818, 1.0096 
16844.827118, -1.72038, 1.0018 
16844.837488, -1.72038, 0.9812 
16845.846875, -1.42907, 1.0120 
16845.855405, -1.42907, 1.0919 
16846.822083, -1.47824, 0.9793 
16846.840428, -2.02405, 0.9642 
16847.821053, -1.54753, 1.0087 
16847.831273, -1.20522, 1.0285 
16848.821019, -1.40877, 1.0547 
16848.830417, -1.32006, 1.1333 
16850.809144, -0.39210, 1.0358 
16850.820891, -0.28758, 0.9767 
16851.819271, -0.78197, 1.0426 
16851.832083, -1.00354, 1.0373 
16852.821215, -1.37099, 0.9809 
16852.834502, -1.52004, 0.9602 
16855.798970, -2.31363, 1.0412 
16855.809421, -2.31363, 1.0047 
16857.818160, -3.10472, 1.0031 
16857.828993, -3.10472, 1.0968 
16858.791979, -3.34166, 1.0115 
16858.800868, -3.34166, 1.0614 
16858.960521, -3.57845, 1.1493 
16858.971817, -3.57845, 1.2416 
16859.791586, -3.57845, 0.9387 
16859.826620, -3.72089, 0.9552 
16863.775139, -4.95584, 0.9372 
16863.787535, -4.95584, 0.9591 
16863.882801, -4.48058, 0.9381 
16863.894306, -4.28198, 0.9769 
16864.795775, -4.15961, 1.0207 
16864.806470, -4.15961, 0.9913 
16864.881481, -4.15961, 1.1296 
16864.886551, -4.06212, 1.0657 
16864.892546, -4.06212, 1.1014 
16866.891181, -3.31257, 1.0158 
16866.902870, -3.31257, 1.0965 
16867.797315, -3.31257, 1.6942 
16867.832801, -3.31257, 1.8159 
16870.751169, -4.73522, 0.9655 
16870.760787, -4.73522, 1.0609 
16872.775185, -3.67466, 1.1411 
16872.779826, -3.67466, 1.2947 
16872.784352, -3.67466, 1.1469 
16872.788866, -3.67466, 1.1020 
16872.803206, -3.67466, 1.1852 
16872.808229, -3.67466, 1.2040 
16872.813299, -3.67466, 1.1312 
16878.799618, -0.53831, 1.0283 
16878.803102, -0.53831, 1.0284 
16878.806505, -0.53831, 1.0120 
16878.810000, -0.96866, 1.0738 
16878.825532, -1.80372, 1.0853 
16878.828912, -1.80372, 1.0772 
16878.832743, -1.80372, 1.0046 
16879.807951, -2.03012, 1.1001 
16879.811562, -2.09336, 1.1273 
16879.815208, -2.09336, 1.0152 
16879.818762, -2.00942, 1.1356 
16879.837998, -2.33966, 1.0800 
16879.841690, -2.33966, 1.0171 
16879.845116, -2.33966, 0.9714 
16880.780081, -2.33966, 1.0106 
16880.784317, -2.33966, 1.0367 
16880.788461, -2.33966, 1.0014 
16880.792338, -2.17140, 1.0556 
16880.811470, -2.02524, 1.0416 
16880.815498, -1.67904, 1.0208 
16880.819259, -1.51144, 1.0876 
16881.789375, -1.04489, 1.0225 
16881.793530, -0.93146, 1.0556 
16881.797789, -0.93146, 0.9624 
16881.802442, -0.89195, 1.0002 
16881.818194, -0.68668, 1.0330 
16881.822222, -0.58362, 1.1565 
16881.826319, -0.58362, 1.1289 
16882.776725, -0.58362, 0.9936 
16882.780278, -0.58362, 1.0300 
16882.783958, -0.58362, 1.0916 
16882.787674, -0.58362, 1.0773 
16882.801042, -0.55009, 1.1590 
16882.804734, -0.25158, 1.1498 
16882.808449, -0.25158, 1.2165 
16883.838657, -2.28426, 1.1350 
16883.842755, -2.28426, 1.1760 
16883.847454, -2.28426, 1.1537 
16883.852755, -2.28426, 1.1741 
16883.869352, -2.28426, 1.0551 
16883.872928, -2.28426, 1.1562 
16883.876690, -2.28426, 1.1783 
16884.733194, -2.28426, 1.0590 
16884.736644, -2.28426, 1.0059 
16884.739931, -2.28426, 1.1124 
16884.743194, -2.28426, 1.1117 
16884.756551, -2.28426, 1.1379 
16884.760023, -2.28426, 1.0753 
16884.763299, -2.28426, 1.1119 
16885.790440, -2.02809, 1.1110 
16885.796157, -2.02809, 1.1303 
16885.801944, -2.02809, 1.1612 
16885.807523, -2.02809, 1.2659 
16885.827940, -2.33973, 1.1137 
16885.834051, -2.33973, 1.1464 
16885.839838, -2.17572, 1.2253 
16886.811146, -2.43526, 1.0810 
16886.815197, -2.43526, 1.0667 
16886.819225, -2.43526, 1.0773 
16886.823252, -2.43526, 1.1095 
16886.836713, -2.82916, 1.1290 
16886.840590, -2.80907, 1.0593 
16886.845174, -2.80907, 1.1094 
16887.787836, -2.80907, 1.2505 
16887.791516, -2.80907, 1.0752 
16887.795174, -2.77477, 1.0545 
16887.798692, -2.70051, 1.1844 
16887.827975, -2.98131, 1.1254 
16887.831169, -2.98131, 1.1157 
16887.834583, -2.98131, 1.0643 
16888.793079, -3.62571, 1.0691 
16888.796123, -3.58183, 1.1527 
16888.799109, -3.38232, 1.2399 
16888.802002, -3.38232, 1.2504 
16888.813171, -3.38232, 1.1486 
16888.816088, -3.38232, 1.1693 
16888.818924, -3.38232, 1.1649 
16891.879236, -3.44459, 1.0994 
16891.882639, -3.44459, 1.1569 
16891.885995, -3.44459, 1.0621 
16891.889213, -3.44459, 1.0934 
16891.903229, -3.44459, 1.0866 
16891.906238, -3.44459, 1.1172 
16891.909317, -3.44459, 1.1708 
16892.776863, -3.44459, 0.9748 
16892.783657, -3.44459, 1.1118 
16894.728056, -3.64244, 1.1101 
16894.738067, -3.64244, 1.0644 
16894.745972, -3.73908, 0.9925 
16894.753299, -3.73908, 1.0306 
16894.781238, -3.73908, 1.0214 
16894.789861, -3.73908, 1.0692 
16894.802824, -3.73908, 1.2089 
16895.712569, -3.73908, 1.0616 
16895.716181, -3.73908, 0.9852 
16895.719965, -3.73908, 1.0991 
16895.723854, -3.73908, 1.0245 
16895.738275, -3.64099, 1.0537 
16895.741968, -3.73216, 0.9797 
16895.745775, -3.62710, 1.0684 
16896.738588, -3.48509, 1.0043 
16896.743738, -3.36316, 1.0290 
16896.748600, -3.01623, 1.0476 
16896.753206, -3.01623, 1.0614 
16896.770162, -3.01623, 1.0323 
16896.774491, -3.01623, 1.0527 
16896.778623, -3.01623, 1.0345 
16903.674282, -4.31732, 1.1666 
16903.683565, -4.31732, 1.1595 
16903.695324, -4.31732, 1.1745 
16904.698275, -4.51014, 1.1697 
16904.702384, -4.51014, 1.1004 
16904.706343, -4.51014, 1.1839 
16904.710706, -4.51014, 1.1436 
16904.725891, -4.51014, 1.1260 
16904.729907, -4.51014, 1.0973 
16904.734213, -4.51014, 1.1212 
